2221003372070121	65000.000000
4916968746821886	8562.000000
4539996946321933	21683.000000
4556026706747602059	21683.000000
5236110500603883	21683.000000
5541964729018673	21683.000000
344523626569475	21683.000000
372846492382193	21683.000000
341777791115448	21683.000000
6011200515573798	21683.000000
6011550707501647	21683.000000
6011811493399301131	21683.000000
3538176964641784	21683.000000
3537335703496592	0.000000
3535002493418395254	0.000000
5534063966341440	0.000000
5545842081495562	0.000000
30518338047280	0.000000
30303084301649	0.000000
30540990372202	0.000000
36496601350323	0.000000
36803575892174	0.000000
36950419196724	0.000000
5018128705218368	0.000000
6759984333097884	537225.000000
6763297784925667	0.000000
4917064898957022	0.000000
4917305671297775	0.000000
4026069433667612	0.000000
6390735978275945	0.000000
6381241565763501	0.000000
